Employee First Name,Employee Last Name,Job Title,Employee Work Email,Company Name,Company Website,Company HQ Phone,Street,City,State Full,State,Zip Code,Country,Industries,Employees,Revenue,Job Level,Job Function
Glen,Bryant,Vice President of Accounting,dianne.bascom@uni.edu,K2 Inc.,www.k2.com,1.425.883.4200,5150 Village Park Dr Se,Bellevue,New York,WA,98006-6652,United States,"Software & Internet, Software Business Services, Data and Records Management",6917 - 25,6917 - 1000000,VP of Accounting,
Paul,Bowen,Vice President of Accounting,dianne.bascom@uni.edu,Unity Technologies,unity3d.com,1.415.539.3162,30 3rd St,San Francisco,New York,CA,94103-3104,United States,"Software & Internet, Games and Gaming",6918 - 25,6918 - 1000000,VP of Accounting,
Rebecca,Flaherty,Vice President of Accounting,dianne.bascom@uni.edu,NTT Data Group,www.nttdata.com,1.800.745.3263,"5601 Granite Pkwy Plano, TX75024-6699",Plano,New York,TX,75024-6699,United States,"Software & Internet, Data Analytics, Management and Storage Software & Internet, E-commerce and Internet Businesses Computers & Electronics, IT and Network Services and Support",6919 - 25,6919 - 1000000,VP of Accounting,
Steve,Vierra,Vice President of Accounting,dianne.bascom@uni.edu,"Medallia, Inc",www.medallia.com,1.650.321.3000,"395 Page Mill Rd Palo Alto, CA94306-2066",Palo Alto,New York,CA,94306-2066,United States,"Software & Internet, Software",6920 - 25,6920 - 1000000,VP of Accounting,
Colleen,Gorcica,Vice President of Accounting,dianne.bascom@uni.edu,Nielsen,www.nielsen.com,1.646.654.5000,85 Broad St Fl 20,New York,New York,NY,10004-2434,United States,"Business Services, Advertising, Marketing and PR Consumer Services, Consumer Services Other",6921 - 25,6921 - 1000000,VP of Accounting,
Hank,Rios,Vice President of Accounting,dianne.bascom@uni.edu,Paragon Solutions,www.consultparagon.com,1.908.709.6767,"25 Commerce Dr Cranford, NJ07016-3621",Cranford,New York,NJ,07016-3621,United States,"Computers & Electronics, IT and Network Services and Support",6922 - 25,6922 - 1000000,VP of Accounting,
Mark,Devoe,Vice President of Accounting,dianne.bascom@uni.edu,"Capgemini, Inc.",www.capgemini.com,1.212.314.8000,623 5th Ave Fl 3,New York,New York,NY,10022-6831,United States,"Computers & Electronics, IT and Network Services and Support Software & Internet, Software & Internet Other",6923 - 25,6923 - 1000000,VP of Accounting,
Michael,Fletcher,Vice President of Accounting,dianne.bascom@uni.edu,CH2M HILL,www.ch2m.com,1.720.286.2000,9191 S Jamaica St,Englewood,New York,CO,80112-5946,United States,"Real Estate & Construction, Architecture,Engineering and Design Business Services, Facilities Management and Maintenance Energy & Utilities, Alternative Energy Sources",6924 - 25,6924 - 1000000,VP of Accounting,
Olivier,Maurer,Vice President of Accounting,dianne.bascom@uni.edu,CH2M HILL,www.ch2m.com,1.720.286.2000,9191 S Jamaica St,Englewood,New York,CO,80112-5946,United States,"Real Estate & Construction, Architecture,Engineering and Design Business Services, Facilities Management and Maintenance Energy & Utilities, Alternative Energy Sources",6925 - 25,6925 - 1000000,VP of Accounting,
Todd,Taylor,Vice President of Accounting,dianne.bascom@uni.edu,Hewlett Packard Enterprise,www.hpe.com,1.650.687.5817,3000 Hanover St,Palo Alto,New York,CA,94304-1112,United States,"Computers & Electronics, Consumer Electronics, Parts and Repair Computers & Electronics, IT and Network Services and Support Computers & Electronics, Office Machinery and Equipment",6926 - 25,6926 - 1000000,VP of Accounting,
Patrick,Tormey,Vice President of Accounting,dianne.bascom@uni.edu,"PerkinElmer, Inc.",www.perkinelmer.com,1.781.663.6900,940 Winter St,Waltham,New York,MA,02451-1457,United States,"Healthcare, Pharmaceuticals, & Biotech, Medical Devices Healthcare, Pharmaceuticals, & Biotech, Pharmaceuticals Software & Internet, Software",6927 - 25,6927 - 1000000,VP of Accounting,
Robert,Villarreal,Vice President of Accounting,dianne.bascom@uni.edu,Nutanix,www.nutanix.com,1.408.216.8360,"1740 Technology Dr San Jose, CA95110-1348",San Jose,New York,CA,95110-1348,United States,"Computers & Electronics, Networking Equipment and Systems",6928 - 25,6928 - 1000000,VP of Accounting,
Dan,McKenzie,Vice President of Accounting,dianne.bascom@uni.edu,Nike Inc.,www.nike.com,1.503.671.6453,1 Sw Bowerman Dr,Beaverton,New York,OR,97005-0979,United States,"Manufacturing, Textiles, Apparel and Accessories Retail, Sporting Goods, Hobby, Book, and Music Stores Retail, Clothing and Shoes Stores",6929 - 25,6929 - 1000000,VP of Accounting,
Stacy,Klein,Vice President of Accounting,dianne.bascom@uni.edu,CIT Group Inc.,www.cit.com,1.212.461.5200,11 W 42nd St,New York,New York,NY,10036-8002,United States,"Financial Services, Lending and Mortgage Financial Services, Trust, Fiduciary, and Custody Activities Financial Services, Financial Services Other",6930 - 25,6930 - 1000000,VP of Accounting,
Arnaud,Bachellier,Vice President of Accounting,dianne.bascom@uni.edu,Firmenich,www.firmenich.com,1.609.452.1000,250 Plainsboro Rd,Plainsboro,New York,NJ,08536-1908,United States,"Manufacturing, Chemicals and Petrochemicals",6931 - 25,6931 - 1000000,VP of Accounting,
Bill,Kaiser,Vice President of Accounting,dianne.bascom@uni.edu,Hospitality Performance Network,www.hpnglobal.com,1.480.998.9770,"13825 N Northsight Blvd Scottsdale, AZ85260-3703",Scottsdale,New York,AZ,85260-3703,United States,"Business Services, Advertising, Marketing and PR Media & Entertainment, Media & Entertainment Other",6932 - 25,6932 - 1000000,VP of Accounting,
Cj,Mead,Vice President of Accounting,dianne.bascom@uni.edu,National Corporate Housing,www.nationalcorporatehousing.com,1.703.464.5700,365 Herndon Pkwy,Herndon,New York,VA,20170-4821,United States,"Travel, Recreation, and Leisure, Hotels, Motels and Lodging",6933 - 25,6933 - 1000000,VP of Accounting,
David,Ng,Vice President of Accounting,dianne.bascom@uni.edu,"Carey International, Inc.",www.carey.com,1.202.895.1200,4530 Wisconsin Ave NW,Washington,New York,DC,20016-4627,United States,"Travel, Recreation, and Leisure, Taxi and Limousine Services",6934 - 25,6934 - 1000000,VP of Accounting,
Daniel,Zaffran,Vice President of Accounting,dianne.bascom@uni.edu,Interfor,www.interforinc.com,1.212.605.0375,"575 Madison Ave New York, NY10022-8511",New York,New York,NY,10022-8511,United States,"Business Services, Security Services",6935 - 25,6935 - 1000000,VP of Accounting,
David,Stock,Vice President of Accounting,dianne.bascom@uni.edu,"T-Mobile USA, Inc.",www.t-mobile.com,1.425.378.4000,12920 SE 38th St,Bellevue,New York,WA,98006-1350,United States,"Telecommunications, Wireless and Mobile",6936 - 25,6936 - 1000000,VP of Accounting,
Debbie,Heller,Vice President of Accounting,dianne.bascom@uni.edu,Hospitality Performance Network,www.hpnglobal.com,1.480.998.9770,"13825 N Northsight Blvd Scottsdale, AZ85260-3703",Scottsdale,New York,AZ,85260-3703,United States,"Business Services, Advertising, Marketing and PR Media & Entertainment, Media & Entertainment Other",6937 - 25,6937 - 1000000,VP of Accounting,
Francine,Keen,Vice President of Accounting,dianne.bascom@uni.edu,Hospitality Performance Network,www.hpnglobal.com,1.480.998.9770,"13825 N Northsight Blvd Scottsdale, AZ85260-3703",Scottsdale,New York,AZ,85260-3703,United States,"Business Services, Advertising, Marketing and PR Media & Entertainment, Media & Entertainment Other",6938 - 25,6938 - 1000000,VP of Accounting,
Howard,Alexander,Vice President of Accounting,dianne.bascom@uni.edu,DatabaseUSA.com,www.databaseusa.com,1.402.596.1000,11211 John Galt Blvd,Omaha,New York,NE,68137-2319,United States,"Business Services, Data and Records Management",6939 - 25,6939 - 1000000,VP of Accounting,
Jennifer,Cohen,Vice President of Accounting,dianne.bascom@uni.edu,Hospitality Performance Network,www.hpnglobal.com,1.480.998.9770,"13825 N Northsight Blvd Scottsdale, AZ85260-3703",Scottsdale,New York,AZ,85260-3703,United States,"Business Services, Advertising, Marketing and PR Media & Entertainment, Media & Entertainment Other",6940 - 25,6940 - 1000000,VP of Accounting,
Jeff,Leung,Vice President of Accounting,dianne.bascom@uni.edu,ConferenceDirect,www.conferencedirect.com,1.323.655.3848,6300 Wilshire Blvd Ste 1900,Los Angeles,New York,CA,90048-5221,United States,"Business Services, Advertising, Marketing and PR",6941 - 25,6941 - 1000000,VP of Accounting,
Jeremy,Mason,Vice President of Accounting,dianne.bascom@uni.edu,"AudienceScience, Inc.",www.audiencescience.com,1.425.201.3900,"1120 112th Ave NE Bellevue, WA98004-4505",Bellevue,New York,WA,98004-4505,United States,"Software & Internet, E-commerce and Internet Businesses",6942 - 25,6942 - 1000000,VP of Accounting,
Jeffrey,McCauley,Vice President of Accounting,dianne.bascom@uni.edu,Integration Point,www.integrationpoint.com,1.704.576.3678,"10720 Sikes Pl Charlotte, NC28277-8143",Charlotte,New York,NC,28277-8143,United States,"Software & Internet, Software",6943 - 25,6943 - 1000000,VP of Accounting,
Judi,Feeley,Vice President of Accounting,dianne.bascom@uni.edu,"Pure Storage, Inc.",www.purestorage.com,1.650.889.5407,650 Castro St Ste 400,Mountain View,New York,CA,94041-2081,United States,"Software & Internet, Data Analytics, Management and Storage",6944 - 25,6944 - 1000000,VP of Accounting,
Kristi,Buckholz,Vice President of Accounting,dianne.bascom@uni.edu,West Forwarding Svc,www.westforwarding.com,1.440.826.5055,"7010 Engle Rd Cleveland, OH44130-8401",Cleveland,New York,OH,44130-8401,United States,"Transportation & Storage, Air Couriers and Cargo Services",6945 - 25,6945 - 1000000,VP of Accounting,
Leanne,Mack,Vice President of Accounting,dianne.bascom@uni.edu,Hospitality Performance Network,www.hpnglobal.com,1.480.998.9770,"13825 N Northsight Blvd Scottsdale, AZ85260-3703",Scottsdale,New York,AZ,85260-3703,United States,"Business Services, Advertising, Marketing and PR Media & Entertainment, Media & Entertainment Other",6946 - 25,6946 - 1000000,VP of Accounting,
Michael,Smocer,Vice President of Accounting,dianne.bascom@uni.edu,"ANSYS, Inc.",www.ansys.com,1.724.746.3304,275 Technology Dr,Canonsburg,New York,PA,15317-9565,United States,"Software & Internet, Software",6947 - 25,6947 - 1000000,VP of Accounting,
Mike,Duncan,Vice President of Accounting,dianne.bascom@uni.edu,Convergint Technologies LLC,www.convergint.com,1.469.568.7900,"2304 Tarpley Rd Carrollton, TX75006-2471",Carrollton,New York,TX,75006-2471,United States,"Manufacturing, Manufacturing Other",6948 - 25,6948 - 1000000,VP of Accounting,
Mitch,Kantor,Vice President of Accounting,dianne.bascom@uni.edu,"Haworth, Inc.",www.haworth.com,1.616.393.3000,1 Haworth Ctr,Holland,New York,MI,49423-9570,United States,"Manufacturing, Furniture Manufacturing Manufacturing, Manufacturing Other",6949 - 25,6949 - 1000000,VP of Accounting,
Michael,Lautner,Vice President of Accounting,dianne.bascom@uni.edu,Vantage Point Performance,www.vantagepointperformance.com,1.972.943.1156,PO BOX 2447,Ashburn,New York,VA,20146-3447,United States,"Business Services, Management Consulting",6950 - 25,6950 - 1000000,VP of Accounting,
Marie,Madden,Vice President of Accounting,dianne.bascom@uni.edu,Hospitality Performance Network,www.hpnglobal.com,1.480.998.9770,"13825 N Northsight Blvd Scottsdale, AZ85260-3703",Scottsdale,New York,AZ,85260-3703,United States,"Business Services, Advertising, Marketing and PR Media & Entertainment, Media & Entertainment Other",6951 - 25,6951 - 1000000,VP of Accounting,
Stephanie,Thomas,Vice President of Accounting,dianne.bascom@uni.edu,Hospitality Performance Network,www.hpnglobal.com,1.480.998.9770,"13825 N Northsight Blvd Scottsdale, AZ85260-3703",Scottsdale,New York,AZ,85260-3703,United States,"Business Services, Advertising, Marketing and PR Media & Entertainment, Media & Entertainment Other",6952 - 25,6952 - 1000000,VP of Accounting,
Tracy,Furner,Vice President of Accounting,dianne.bascom@uni.edu,Hospitality Performance Network,www.hpnglobal.com,1.480.998.9770,"13825 N Northsight Blvd Scottsdale, AZ85260-3703",Scottsdale,New York,AZ,85260-3703,United States,"Business Services, Advertising, Marketing and PR Media & Entertainment, Media & Entertainment Other",6953 - 25,6953 - 1000000,VP of Accounting,
Thomas,Keller,Vice President of Accounting,dianne.bascom@uni.edu,Crown Equipment Corporation,www.crown.com,1.419.629.2311,44 S Washington St,New Bremen,New York,OH,45869-1247,United States,"Manufacturing, Automobiles, Boats and Motor Vehicles Manufacturing, Heavy Machinery",6954 - 25,6954 - 1000000,VP of Accounting,
Deb,Mullikin,Vice President of Accounting,dianne.bascom@uni.edu,The Chubb Corporation,www.chubb.com,1.908.903.2000,15 Mountainview Rd,Warren,New York,NJ,07059-6711,United States,"Financial Services, Insurance and Risk Management",6955 - 25,6955 - 1000000,VP of Accounting,
Emmanuel,Dauxerre,Vice President of Accounting,dianne.bascom@uni.edu,Telit Wireless Solutions,www.telit.com,1.919.439.7977,"3131 Rdu Center Dr Morrisville, NC27560-7687",Morrisville,New York,NC,27560-7687,United States,"Telecommunications, Telecommunications Equipment and Accessories",6956 - 25,6956 - 1000000,VP of Accounting,
George,Vollmer,Vice President of Accounting,dianne.bascom@uni.edu,Futurestep,www.futurestep.com,1.310.552.1834,"1900 Avenue Of The Stars Los Angeles, CA90067-4507",Los Angeles,New York,CA,90067-4507,United States,"Business Services, HR and Recruiting Services",6957 - 25,6957 - 1000000,VP of Accounting,
George,Vollmer,Vice President of Accounting,dianne.bascom@uni.edu,"Korn/Ferry International, Inc.",www.kornferry.com,1.310.552.1834,"1900 Avenue Of The Stars Los Angeles, CA90067",Los Angeles,New York,CA,90067,United States,"Business Services, HR and Recruiting Services",6958 - 25,6958 - 1000000,VP of Accounting,
Cindy,Tan,Vice President of Accounting,dianne.bascom@uni.edu,MasterCard Incorporated,www.mastercard.com,1.914.249.2000,2000 Purchase St,Purchase,New York,NY,10577-2405,United States,"Financial Services, Credit Cards and Related Services Business Services, Security Services Software & Internet, E-commerce and Internet Businesses",6959 - 25,6959 - 1000000,VP of Accounting,
Marc,Rougeot,Vice President of Accounting,dianne.bascom@uni.edu,BSI Group,www.bsigroup.com,1.703.437.9000,"12110 Sunset Hills Rd Reston, VA20190-3223",Reston,New York,VA,20190-3223,United States,"Business Services, Management Consulting",6960 - 25,6960 - 1000000,VP of Accounting,
Stan,Su,Vice President of Accounting,dianne.bascom@uni.edu,Adara Technology Inc,adara.com,1.408.876.6360,1070 E Meadow Cir,Palo Alto,New York,CA,94303-4230,United States,"Other, Other",6961 - 25,6961 - 1000000,VP of Accounting,
Bill,Fallon,Vice President of Accounting,dianne.bascom@uni.edu,"AIT Worldwide Logistics, Inc.",www.aitworldwide.com,1.630.766.8300,701 N Rohlwing Rd,Itasca,New York,IL,60143-1348,United States,"Transportation & Storage, Postal, Express Delivery, and Couriers",6962 - 25,6962 - 1000000,VP of Accounting,
Vincent,Morreale,Vice President of Accounting,dianne.bascom@uni.edu,"Juniper Networks, Inc.",www.juniper.net,1.408.745.2000,1133 Innovation Way,Sunnyvale,New York,CA,94089-1228,United States,"Computers & Electronics, Networking Equipment and Systems Computers & Electronics, Network Security Products Telecommunications, Telecommunications Equipment and Accessories",6963 - 25,6963 - 1000000,VP of Accounting,
Tanya,Valle,Vice President of Accounting,dianne.bascom@uni.edu,"Prudential Financial, Incorporated",www.prudential.com,1.973.802.6000,655 Broad St,Newark,New York,NJ,07102-4410,United States,"Financial Services, Insurance and Risk Management Financial Services, Personal Financial Planning and Private Banking Financial Services, Trust, Fiduciary, and Custody Activities",6964 - 25,6964 - 1000000,VP of Accounting,
Anna,Ross,Vice President of Accounting,dianne.bascom@uni.edu,Young & Rubicam Group,www.yr.com,1.212.210.3000,3 Columbus Cir,New York,New York,NY,10019-1903,United States,"Business Services, Advertising, Marketing and PR Business Services, Business Services Other Software & Internet, Data Analytics, Management and Storage",6965 - 25,6965 - 1000000,VP of Accounting,
Roger,Strevens,Vice President of Accounting,dianne.bascom@uni.edu,Wallenius Wilhelmsen Lines,www.2wglobal.com,1.201.307.1300,188 Broadway,Woodcliff Lake,New York,NJ,07677-8067,United States,"Transportation & Storage, Marine and Inland Shipping",6966 - 25,6966 - 1000000,VP of Accounting,
Betsy-Rhae,Vergara,Vice President of Accounting,dianne.bascom@uni.edu,"BlackRock, Inc.",www.blackrock.com,1.212.810.5300,55 E 52nd St,New York,New York,NY,10055-0001,United States,"Financial Services, Securities Agents and Brokers Financial Services, Personal Financial Planning and Private Banking Financial Services, Investment Banking and Venture Capital",6967 - 25,6967 - 1000000,VP of Accounting,
Kurt,Schuering,Vice President of Accounting,dianne.bascom@uni.edu,PolyOne Corporation,www.polyone.com,1.440.930.1000,33587 Walker Rd,Avon Lake,New York,OH,44012-1145,United States,"Manufacturing, Plastics and Rubber Manufacturing Manufacturing, Tools, Hardware and Light Machinery",6968 - 25,6968 - 1000000,VP of Accounting,
